node1;node2;degreeCount;max_cc;diameter;clustering_coefficient
0;74;{50: 1, 32: 1, 27: 1, 23: 1, 22: 3, 20: 2, 19: 2, 17: 2, 16: 4, 15: 5, 14: 1, 13: 7, 12: 11, 11: 15, 10: 11, 9: 14, 8: 19, 7: 16, 6: 9, 5: 11, 4: 3, 3: 6, 2: 3, 1: 2};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149};5;0.11844534392155086;
0;89;
0;104;
0;127;
0;24;
0;68;
0;94;
0;30;
0;39;
0;40;
0;55;
0;85;
0;49;
0;7;
1;77;
1;11;
1;121;
1;72;
1;6;
1;57;
2;68;
2;121;
2;43;
2;77;
2;86;
2;88;
2;59;
3;65;
3;12;
3;96;
3;104;
3;77;
4;24;
4;135;
4;77;
5;129;
5;142;
5;77;
5;43;
5;46;
5;74;
5;86;
5;134;
6;68;
6;44;
6;132;
6;48;
7;121;
7;56;
7;94;
7;73;
7;90;
7;136;
7;64;
7;39;
7;148;
7;100;
7;24;
7;119;
7;59;
7;120;
7;34;
7;134;
7;11;
7;10;
7;106;
8;65;
8;105;
8;38;
8;31;
8;51;
8;63;
8;97;
9;68;
9;73;
9;134;
9;54;
9;59;
9;93;
9;61;
9;43;
9;109;
9;52;
10;142;
10;104;
10;110;
10;116;
10;135;
10;15;
11;28;
11;32;
11;83;
11;38;
11;57;
11;92;
11;47;
11;25;
11;64;
11;139;
12;65;
12;129;
12;113;
12;100;
12;119;
12;77;
12;15;
12;59;
13;133;
13;91;
13;56;
13;24;
13;145;
13;84;
14;77;
14;102;
14;139;
14;71;
14;132;
14;72;
14;61;
14;101;
14;148;
15;149;
15;36;
15;92;
15;147;
15;59;
15;119;
15;105;
15;60;
15;47;
15;98;
15;31;
16;32;
16;52;
16;26;
16;106;
16;74;
16;144;
16;77;
16;134;
16;34;
16;130;
16;51;
16;103;
17;71;
17;32;
17;95;
17;20;
17;84;
17;91;
17;121;
17;109;
17;147;
18;105;
18;91;
18;68;
18;77;
18;48;
18;66;
19;85;
19;46;
19;21;
19;43;
19;91;
19;49;
19;25;
19;60;
19;104;
19;68;
19;119;
19;75;
19;108;
20;79;
20;104;
20;50;
20;89;
20;76;
20;129;
21;107;
21;133;
21;74;
21;108;
21;37;
21;26;
22;134;
22;129;
22;77;
23;121;
23;124;
23;92;
24;104;
24;100;
24;25;
24;77;
24;33;
25;126;
25;120;
25;119;
25;90;
25;97;
25;33;
25;143;
26;50;
26;102;
26;88;
26;148;
26;57;
26;30;
26;64;
26;56;
26;98;
26;76;
27;112;
27;63;
27;121;
27;123;
27;40;
27;119;
27;92;
27;128;
27;43;
27;87;
27;129;
28;119;
28;62;
28;148;
28;36;
28;29;
28;73;
28;30;
28;145;
29;96;
29;94;
29;64;
29;115;
29;117;
30;128;
30;129;
30;58;
30;57;
30;55;
30;73;
30;65;
30;98;
31;33;
31;149;
31;102;
31;128;
31;83;
31;95;
32;126;
32;123;
32;89;
32;95;
32;115;
32;71;
32;57;
32;113;
32;59;
32;69;
32;68;
32;90;
32;35;
33;46;
33;146;
33;129;
33;103;
33;43;
33;59;
33;134;
33;81;
33;102;
33;123;
33;67;
33;77;
33;66;
33;35;
34;43;
34;117;
34;120;
35;86;
35;92;
35;97;
35;93;
35;60;
35;85;
35;148;
35;62;
35;74;
35;48;
35;45;
35;87;
35;107;
35;58;
36;73;
36;44;
36;40;
36;95;
36;62;
36;68;
36;128;
36;49;
37;98;
37;119;
37;64;
37;101;
38;46;
38;77;
38;43;
39;40;
39;48;
39;55;
39;113;
39;77;
39;43;
39;41;
40;48;
40;92;
40;65;
40;80;
40;106;
40;79;
41;121;
41;119;
41;135;
41;100;
41;99;
41;51;
42;64;
42;130;
42;121;
42;76;
42;133;
42;93;
42;126;
43;70;
43;79;
43;119;
43;77;
43;136;
43;96;
43;134;
43;93;
43;73;
43;103;
43;74;
43;84;
43;65;
44;45;
44;111;
44;110;
44;119;
44;98;
44;91;
44;87;
44;121;
45;110;
45;115;
45;72;
45;113;
45;149;
45;57;
45;145;
46;85;
46;66;
46;92;
46;119;
46;120;
46;77;
46;59;
46;104;
46;81;
47;100;
47;62;
47;77;
47;137;
47;125;
47;148;
47;146;
47;144;
47;92;
48;68;
